date,ym,cambodia_khmer_times_body_count,cambodia_khmer_times_epu_count,cambodia_khmer_times_ratio,cambodia_kampuchea_thmey_daily_body_count,cambodia_kampuchea_thmey_daily_epu_count,cambodia_kampuchea_thmey_daily_ratio,news_total,cambodia_khmer_times_weights,cambodia_kampuchea_thmey_daily_weights,cambodia_khmer_times_z_score,cambodia_kampuchea_thmey_daily_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_job
2024-09-01,2024-9,897.0,4.0,0.004459308807134894,809.0,0.0,0.0,1706.0,0.5257913247362251,0.4742086752637749,0.7642196637231057,,0.7642196637231057,0.4018200693784442,45.400896282759035,99.53149686740929,45.400896282759035
2024-10-01,2024-10,917.0,8.0,0.008724100327153763,750.0,0.0,0.0,1667.0,0.5500899820035993,0.44991001799640074,1.495103682354691,,1.495103682354691,0.8224415577200069,92.92612964413547,194.72137991290325,92.92612964413547
2024-11-01,2024-11,903.0,4.0,0.004429678848283499,784.0,0.0,0.0,1687.0,0.5352697095435685,0.46473029045643155,0.7591417922033508,,0.7591417922033508,0.4063456066150716,45.91222825037754,98.87015801779194,45.91222825037754
2024-12-01,2024-12,955.0,1.0,0.0010471204188481676,766.0,0.0,0.0,1721.0,0.5549099360836722,0.4450900639163277,0.17945158072241515,,0.17945158072241515,0.09957946518878934,11.25129707414104,23.37166300787072,11.25129707414104
2025-01-01,2025-1,932.0,3.0,0.003218884120171674,837.0,0.0,0.0,1769.0,0.5268513284341436,0.47314867156585644,0.5516403205683684,,0.5516403205683684,0.29063243570928177,32.838014015709554,71.84529454672705,32.838014015709554
2025-02-01,2025-2,879.0,11.0,0.012514220705346985,857.0,0.0,0.0,1736.0,0.506336405529954,0.4936635944700461,2.1446403361649273,,2.1446403361649273,1.0859094789683015,122.69487610055533,279.31663242057095,122.69487610055533
2025-03-01,2025-3,973.0,2.0,0.0020554984583761563,899.0,0.0,0.0,1872.0,0.5197649572649573,0.48023504273504275,0.35226363738932465,,0.35226363738932465,0.18309429443366074,20.687481051919583,45.878598504658854,20.687481051919583
2025-04-01,2025-4,860.0,6.0,0.0069767441860465115,746.0,0.0,0.0,1606.0,0.5354919053549191,0.46450809464508097,1.1956483227202774,,1.1956483227202774,0.6402599984678946,72.3417768291285,155.7204988780223,72.3417768291285
2025-05-01,2025-5,884.0,6.0,0.006787330316742082,833.0,0.0,0.0,1717.0,0.5148514851485149,0.48514851485148514,1.163187282284433,,1.163187282284433,0.5988686997900051,67.66505159439743,151.4927930261303,67.66505159439743
2025-06-01,2025-6,1048.0,8.0,0.007633587786259542,830.0,0.0,0.0,1878.0,0.5580404685835996,0.44195953141640043,1.3082157220603545,,1.3082157220603545,0.7300373145469923,82.4855474530212,170.38120742379033,82.4855474530212
2025-07-01,2025-7,1262.0,9.0,0.0071315372424722665,848.0,0.0,0.0,2110.0,0.5981042654028436,0.4018957345971564,1.2221761777410127,,1.2221761777410127,0.7309887849806436,82.59305231344575,159.17547032698002,82.59305231344575
2025-08-01,2025-8,1090.0,2.0,0.001834862385321101,775.0,0.0,0.0,1865.0,0.5844504021447721,0.4155495978552279,0.31445185245854396,,0.31445185245854396,0.18378151162456455,20.76512843388389,40.95401499544318,20.76512843388389
2025-09-01,2025-9,879.0,8.0,0.009101251422070534,642.0,0.0,0.0,1521.0,0.5779092702169625,0.42209072978303747,1.559738426301765,,1.559738426301765,0.9013872956734066,101.84606056329639,203.1393690331425,101.84606056329639
2025-10-01,2025-10,1025.0,7.0,0.006829268292682927,726.0,0.0,0.0,1751.0,0.5853797829811537,0.4146202170188464,1.1703744557359466,,1.1703744557359466,0.6851135449053942,77.40969494698864,152.4288460562105,77.40969494698864
2025-11-01,2025-11,902.0,6.0,0.0066518847006651885,628.0,0.0,0.0,1530.0,0.5895424836601307,0.41045751633986927,1.1399751192233245,,1.1399751192233245,0.6720637630976724,75.93522456704599,148.46965524955564,75.93522456704599
2025-12-01,2025-12,1236.0,4.0,0.003236245954692557,722.0,0.0,0.0,1958.0,0.6312563840653729,0.3687436159346272,0.5546157268281763,,0.5546157268281763,0.35010471826334316,39.557675719298736,72.23280961979461,39.557675719298736
