date,ym,vietnam_net_body_count,vietnam_net_epu_count,vietnam_net_ratio,vietnam_tuoi_tre_body_count,vietnam_tuoi_tre_epu_count,vietnam_tuoi_tre_ratio,vietnam_dan_tri_body_count,vietnam_dan_tri_epu_count,vietnam_dan_tri_ratio,vietnam_news_body_count,vietnam_news_epu_count,vietnam_news_ratio,news_total,vietnam_net_weights,vietnam_tuoi_tre_weights,vietnam_dan_tri_weights,vietnam_news_weights,vietnam_net_z_score,vietnam_tuoi_tre_z_score,vietnam_dan_tri_z_score,vietnam_news_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2015-11-01,2015-11,211,0.0,0.0,232,2.0,0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.4762979683972912,0.5237020316027088,0.0,0.0,,0.7746684848847686,,0.0,0.3873342424423843,0.4056954593527456,38.89079445768801,23.766905224781162
2015-12-01,2015-12,139,0.0,0.0,180,1.0,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.43573667711598746,0.5642633228840125,0.0,0.0,,0.4992308013701842,,0.0,0.2496154006850921,0.2816976308671886,27.004109631278666,15.31645003374786
2016-01-01,2016-1,189,0.0,0.0,164,8.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,353.0,0.5354107648725213,0.46458923512747874,0.0,0.0,,4.3834899632503985,,0.0,2.1917449816251993,2.0365222492154826,195.22517784425827,134.48590273534708
2016-02-01,2016-2,122,0.0,0.0,148,1.0,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.45185185185185184,0.5481481481481482,0.0,0.0,,0.6071725962610349,,0.0,0.30358629813051746,0.33282053424678953,31.90485545325147,18.628114905909563
2016-03-01,2016-3,62,0.0,0.0,219,3.0,0.0136986301369863,0.0,0.0,0.0,199.0,14.0,0.07035175879396985,480.0,0.12916666666666668,0.45625,0.0,0.41458333333333336,,1.230980058173057,,2.077693824159162,1.6543369411661093,1.423011882807443,136.41282239985057,101.51043977579101
2016-04-01,2016-4,143,0.0,0.0,205,4.0,0.01951219512195122,0.0,0.0,0.0,271.0,25.0,0.09225092250922509,619.0,0.2310177705977383,0.33117932148626816,0.0,0.4378029079159935,,1.7533959853001593,,2.724440373007863,2.238918179154011,1.7734564104550299,170.0071498180276,137.38045940492407
2016-05-01,2016-5,270,0.0,0.0,234,4.0,0.017094017094017096,0.0,0.0,0.0,207.0,17.0,0.0821256038647343,711.0,0.379746835443038,0.3291139240506329,0.0,0.2911392405063291,,1.5360947734467207,,2.4254100093617823,1.9807523914042515,1.2116822066447561,116.15432847545414,121.53935594079591
2016-06-01,2016-6,200,0.0,0.0,223,6.0,0.026905829596412557,0.0,0.0,0.0,208.0,21.0,0.10096153846153846,631.0,0.31695721077654515,0.35340729001584786,0.0,0.329635499207607,,2.4177993967703992,,2.9816904159207205,2.69974490634556,1.8373389413491426,176.1310595664965,165.6568779346821
2016-07-01,2016-7,306,0.0,0.0,212,3.0,0.014150943396226415,0.0,0.0,0.0,252.0,23.0,0.09126984126984126,770.0,0.3974025974025974,0.2753246753246753,0.0,0.32727272727272727,,1.2716256261316012,,2.6954661658663506,1.9835458959989758,1.232262476023662,118.12719508721219,121.71076593163265
2016-08-01,2016-8,212,0.0,0.0,222,1.0,0.0045045045045045045,0.0,0.0,0.0,243.0,23.0,0.09465020576131687,677.0,0.31314623338257014,0.32791728212703103,0.0,0.35893648449039883,,0.4047817308406899,,2.7952982460836227,1.6000399884621563,1.1360694505833877,108.90593540974534,98.17876808889845
2016-09-01,2016-9,208,0.0,0.0,191,3.0,0.015706806282722512,0.0,0.0,0.0,246.0,12.0,0.04878048780487805,645.0,0.32248062015503876,0.2961240310077519,0.0,0.3813953488372093,,1.4114378677481647,,1.4406309094344016,1.4260343885912832,0.9674105991639725,92.73795380480696,87.50175028991724
2016-10-01,2016-10,224,0.0,0.0,193,6.0,0.031088082901554404,0.0,0.0,0.0,248.0,18.0,0.07258064516129033,665.0,0.3368421052631579,0.29022556390977444,0.0,0.37293233082706767,,2.7936231372010307,,2.143519377343928,2.4685712572724796,1.6101685279114182,154.3540402476956,151.47201740352472
2016-11-01,2016-11,315,0.0,0.0,188,3.0,0.015957446808510637,0.0,0.0,0.0,283.0,26.0,0.09187279151943463,786.0,0.40076335877862596,0.23918575063613232,0.0,0.36005089058524176,,1.4339608124462737,,2.713273055577866,2.07361693401207,1.3198993733695108,126.52824686882326,127.23754252245601
2016-12-01,2016-12,139,0.0,0.0,198,6.0,0.030303030303030304,0.0,0.0,0.0,279.0,25.0,0.08960573476702509,616.0,0.22564935064935066,0.32142857142857145,0.0,0.45292207792207795,,2.723077098382823,,2.646320218943121,2.684698658662972,2.073851634033977,198.80364883460211,164.73363722039426
2017-01-01,2017-1,212,0.0,0.0,170,4.0,0.023529411764705882,0.0,0.0,0.0,224.0,19.0,0.08482142857142858,606.0,0.34983498349834985,0.28052805280528054,0.0,0.3696369636963696,,2.1143892763913685,,2.5050256215388367,2.309707448965103,1.5190955713056635,145.62360081497638,141.72410291013762
