date,ym,lao_pasaxon_body_count,lao_pasaxon_epu_count,lao_pasaxon_ratio,lao_kosmo_body_count,lao_kosmo_epu_count,lao_kosmo_ratio,lao_kpl_body_count,lao_kpl_epu_count,lao_kpl_ratio,lao_the_tian_times_body_count,lao_the_tian_times_epu_count,lao_the_tian_times_ratio,news_total,lao_pasaxon_weights,lao_kosmo_weights,lao_kpl_weights,lao_the_tian_times_weights,lao_pasaxon_z_score,lao_kosmo_z_score,lao_kpl_z_score,lao_the_tian_times_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2020-11-01,2020-11,0.0,0.0,0.0,1235.0,0.0,0.0,148,5.0,0.033783783783783786,38.0,0.0,0.0,1421.0,0.0,0.8691062631949331,0.10415200562983815,0.02674173117522871,,,2.195721045711303,0.0,1.0978605228556515,0.22868875071447772,34.093233583129695,175.68319448602696
2020-12-01,2020-12,0.0,0.0,0.0,1260.0,0.0,0.0,95,2.0,0.021052631578947368,45.0,1.0,0.022222222222222223,1400.0,0.0,0.9,0.06785714285714285,0.03214285714285714,,,1.368280904274833,0.17430461873709907,0.771292761505966,0.0984502812494847,14.677103375120256,123.42476426136476
2021-01-01,2021-1,0.0,0.0,0.0,1432.0,0.0,0.0,121,1.0,0.008264462809917356,46.0,2.0,0.043478260869565216,1599.0,0.0,0.8955597248280175,0.07567229518449031,0.028767979987492184,,,0.5371350657277237,0.3410307757899764,0.4390829207588501,0.05045700978073389,7.52220043612279,70.26347022891564
2021-02-01,2021-2,0.0,0.0,0.0,1181.0,0.0,0.0,118,1.0,0.00847457627118644,56.0,0.0,0.0,1355.0,0.0,0.8715867158671586,0.08708487084870849,0.041328413284132844,,,0.5507910419750387,0.0,0.27539552098751935,0.04796556675502182,7.15077268215901,44.06968268463049
2021-03-01,2021-3,0.0,0.0,0.0,1231.0,0.0,0.0,146,1.0,0.00684931506849315,69.0,5.0,0.07246376811594203,1446.0,0.0,0.851313969571231,0.10096818810511757,0.04771784232365145,,,0.44515988324009975,0.5683846263166275,0.5067722547783636,0.07206907480560294,10.744156823591052,81.09533655948357
2021-04-01,2021-4,0.0,0.0,0.0,1168.0,0.0,0.0,80,1.0,0.0125,69.0,3.0,0.043478260869565216,1317.0,0.0,0.8868640850417616,0.060744115413819286,0.05239179954441914,,,0.8124167869131822,0.3410307757899764,0.5767237813515793,0.06721675511204477,10.020766327925424,92.28920626489109
2021-05-01,2021-5,0.0,0.0,0.0,1387.0,0.0,0.0,35,1.0,0.02857142857142857,94.0,4.0,0.0425531914893617,1516.0,0.0,0.9149076517150396,0.02308707124010554,0.06200527704485488,,,1.856952655801559,0.3337748018369982,1.0953637288192786,0.0635673973124884,9.476715046434842,175.2836494225587
2021-06-01,2021-6,0.0,0.0,0.0,1458.0,0.0,0.0,65,1.0,0.015384615384615385,104.0,4.0,0.038461538461538464,1627.0,0.0,0.8961278426551936,0.03995082974800246,0.06392132759680394,,,0.9998975838931473,0.301681070891133,0.6507893273921401,0.05923059270174088,8.830178248552686,104.14141468196019
2021-07-01,2021-7,0.0,0.0,0.0,1604.0,0.0,0.0,104,0.0,0.0,111.0,2.0,0.018018018018018018,1819.0,0.0,0.8818031885651457,0.057174271577789995,0.06102253985706432,,,0.0,0.14132806924629654,0.07066403462314827,0.008624197738504077,1.285707263900429,11.307887549845143
2021-08-01,2021-8,0.0,0.0,0.0,1678.0,0.0,0.0,140,2.0,0.014285714285714285,102.0,5.0,0.049019607843137254,1920.0,0.0,0.8739583333333333,0.07291666666666667,0.053125,,,0.9284763279007795,0.3844954825083068,0.6564859052045431,0.08812772141768564,13.138201953769855,105.05299950251462
2021-09-01,2021-9,0.0,0.0,0.0,1857.0,0.0,0.0,67,0.0,0.0,120.0,4.0,0.03333333333333333,2044.0,0.0,0.9085127201565558,0.03277886497064579,0.05870841487279843,,,0.0,0.2614569281056486,0.1307284640528243,0.01534972180659385,2.288357644848219,20.919591967213513
2021-10-01,2021-10,0.0,0.0,0.0,1641.0,0.0,0.0,70,0.0,0.0,104.0,5.0,0.04807692307692308,1815.0,0.0,0.9041322314049587,0.03856749311294766,0.05730027548209366,,,0.0,0.37710133861391626,0.18855066930695813,0.021608010587243685,3.2213519463290354,30.172488414250264
2021-11-01,2021-11,0.0,0.0,0.0,1546.0,0.0,0.0,163,3.0,0.018404907975460124,117.0,4.0,0.03418803418803419,1826.0,0.0,0.8466593647316539,0.08926615553121577,0.06407447973713033,,,1.1961964960684892,0.26816095190322936,0.7321787239858593,0.12396213594295813,18.48044577165725,117.16560937081026
2021-12-01,2021-12,0.0,0.0,0.0,1562.0,0.0,0.0,130,2.0,0.015384615384615385,92.0,1.0,0.010869565217391304,1784.0,0.0,0.875560538116592,0.07286995515695067,0.0515695067264574,,,0.9998975838931473,0.0852576939474941,0.5425776389203207,0.07725918932134451,11.51790623608092,86.82503002682526
2022-01-01,2022-1,0.0,0.0,0.0,1605.0,0.0,0.0,86,1.0,0.011627906976744186,98.0,1.0,0.01020408163265306,1789.0,0.0,0.8971492453884852,0.048071548351034096,0.05477920626048072,,,0.7557365459657508,0.08003783513438222,0.4178871905500665,0.04071383498950477,6.069674533729961,66.87166087333624
2022-02-01,2022-2,0.0,0.0,0.0,1375.0,0.0,0.0,113,1.0,0.008849557522123894,89.0,1.0,0.011235955056179775,1577.0,0.0,0.8719086873811034,0.07165504121750159,0.05643627140139505,,,0.575162327018182,0.08813154879965683,0.3316469379089194,0.04618709625632468,6.88563585341972,53.07121649824433
2022-03-01,2022-3,0.0,0.0,0.0,1501.0,0.0,0.0,77,0.0,0.0,129.0,3.0,0.023255813953488372,1707.0,0.0,0.8793204452255419,0.04510837727006444,0.07557117750439367,,,0.0,0.18241181030626646,0.09120590515313323,0.013785075295552649,2.0550979903645694,14.59506416317222
2022-04-01,2022-4,0.0,0.0,0.0,1480.0,0.0,0.0,61,0.0,0.0,108.0,2.0,0.018518518518518517,1649.0,0.0,0.897513644633111,0.03699211643420255,0.06549423893268648,,,0.0,0.14525384894758256,0.07262692447379128,0.009513290288865323,1.4182544045087206,11.621995537340842
