date,ym,philippines_abc_au_solomon_islands_body_count,philippines_abc_au_solomon_islands_epu_count,philippines_abc_au_solomon_islands_ratio,philippines_asia_news_network_body_count,philippines_asia_news_network_epu_count,philippines_asia_news_network_ratio,philippines_philippine_star_body_count,philippines_philippine_star_epu_count,philippines_philippine_star_ratio,philippines_abante_body_count,philippines_abante_epu_count,philippines_abante_ratio,philippines_inquirer_body_count,philippines_inquirer_epu_count,philippines_inquirer_ratio,news_total,philippines_abc_au_solomon_islands_weights,philippines_asia_news_network_weights,philippines_philippine_star_weights,philippines_abante_weights,philippines_inquirer_weights,philippines_abc_au_solomon_islands_z_score,philippines_asia_news_network_z_score,philippines_philippine_star_z_score,philippines_abante_z_score,philippines_inquirer_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2015-11-01,2015-11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,3.0,0.03125,107.0,0.102803738317757,0.0,0.0,0.0,0.897196261682243,0.0,,,,2.920507837013694,1.460253918506847,2.6202687135823797,196.11816933845853,165.54086736114004,196.11816933845853
2015-12-01,2015-12,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,1.0,0.008547008547008548,132.0,0.11363636363636363,0.0,0.0,0.0,0.8863636363636364,0.0,,,,0.7987713742259677,0.39938568711298383,0.7080018998821077,52.991525553573396,45.27613466287591,52.991525553573396
2016-01-01,2016-1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,1.0,0.00909090909090909,115.0,0.043478260869565216,0.0,0.0,0.0,0.9565217391304348,0.0,,,,0.8496022798585291,0.42480113992926455,0.8126630502994626,60.825055418014664,48.15734323233164,60.825055418014664
2016-02-01,2016-2,5.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,3.0,0.0234375,133.0,0.03759398496240601,0.0,0.0,0.0,0.9624060150375939,2.1465663750761803,,,,2.1903808777602705,2.1684736264182254,2.1887337160052294,163.81924774632918,245.82779776690364,163.81924774632918
2016-03-01,2016-3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,2.0,0.015384615384615385,138.0,0.057971014492753624,0.0,0.0,0.0,0.9420289855072463,0.0,,,,1.4377884736067417,0.7188942368033708,1.354438417165771,101.37509236335778,81.49704239317663,101.37509236335778
2016-04-01,2016-4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,3.0,0.02054794520547945,163.0,0.10429447852760736,0.0,0.0,0.0,0.8957055214723927,0.0,,,,1.9203339202281822,0.9601669601140911,1.7200536954191081,128.74014797064456,108.84878949773591,128.74014797064456
2016-05-01,2016-5,27.0,2.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,3.0,0.017857142857142856,195.0,0.13846153846153847,0.0,0.0,0.0,0.8615384615384616,0.7950245833615482,,,,1.6688616211506822,1.2319431022561151,1.5478688005337253,115.8526963144026,139.65853958850013,115.8526963144026
2016-06-01,2016-6,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,1.0,0.007194244604316547,157.0,0.11464968152866242,0.0,0.0,0.0,0.8853503184713376,0.0,,,,0.6723471279455987,0.33617356397279935,0.595262743849925,44.55338454185788,38.11012773781641,44.55338454185788
2016-07-01,2016-7,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,3.0,0.019867549668874173,173.0,0.12716763005780346,0.0,0.0,0.0,0.8728323699421965,0.0,,,,1.856746704326587,0.9283733521632935,1.6206286263197378,121.29852092031828,105.24452494483076,121.29852092031828
2016-08-01,2016-8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,1.0,0.005917159763313609,189.0,0.10582010582010581,0.0,0.0,0.0,0.8941798941798942,0.0,,,,0.5529955667718237,0.27649778338591186,0.49447751737797996,37.009954354876655,31.345016305067936,37.009954354876655
2016-09-01,2016-9,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,1.0,0.007246376811594203,161.0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571,0.0,,,,0.6772192085828855,0.33860960429144277,0.580473607356759,43.44646815572476,38.38628808374261,43.44646815572476
