TIME_PERIOD,INDEX_TYPE,COICOP_1999,TYPE_OF_TRANSFORMATION,COUNTRY,FREQUENCY,IFS_FLAG,COMMON_REFERENCE_PERIOD,OVERLAP,SCALE,ACCESS_SHARING_LEVEL,SECURITY_CLASSIFICATION,value
2019-M07,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.8
2019-M08,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.0
2019-M09,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.1
2019-M10,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.4
2019-M11,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.5
2019-M12,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.5
2020-M01,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.5
2020-M02,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.3
2020-M03,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.3
2020-M04,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.2
2020-M05,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.1
2020-M06,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.9
2020-M07,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.0
2020-M08,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.1
2020-M09,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.9
2020-M10,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.8
2020-M11,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.5
2020-M12,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.3
2021-M01,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.8
2021-M02,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.8
2021-M03,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.9
2021-M04,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.1
2021-M05,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.4
2021-M06,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.5
2021-M07,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.7
2021-M08,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.7
2021-M09,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.1
2021-M10,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,99.9
2021-M11,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.1
2021-M12,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.1
2022-M01,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.3
